"name","birth","death","won_award","country","age","field","profession"
"Andrey Kolmogorov",1900,"1987",1,"RUS",87,"Probability","Teacher"
"Paul Ehrenfest",1880,"1933",0,"AUT",53,"Physics","Researcher"
"Karl Pearson",1850,"1936",1,"BLZ",86,"Statistics","Historian"
"John Lennard-Jones",1890,"1954",1,"GBR",64,"Physics","Chemist"
"Thorvald N. Thiele",1830,"1910",0,"DNK",80,"General","Teacher"
"John von Neumann",1900,"1957",1,"HUN",57,"Applied Mathematics","Physicist"
"Hans Freudenthal",1900,"1990",1,"DEU",90,"Topology","Teacher"
"Ludvig Faddeev",1930,"2017",1,"RUS",87,"Physics","Teacher"
"Émilie du Châtelet",1700,"1749",0,"CAN",49,"General","Writer"
"John Cocke",1920,"2002",1,"HTI",82,"Computer Science","Teacher"
"Evert Willem Beth",1900,"1964",0,"NLD",64,"Logic","Teacher"
"Alfred Russel Wallace",1820,"1913",1,"CAN",93,"Geometry","Anthropologist"
"Edsger W. Dijkstra",1930,"2002",1,"NLD",72,"Computer Science","Engineer"
"Kazimierz Kuratowski",1890,"1980",0,"JAM",90,"Topology","Teacher"
"Joseph-Louis Lagrange",1730,"1813",1,"BLR",83,"Analysis","Politician"
"Alan Turing",1910,"1954",1,"GBR",44,"Computer Science","Cryptographer"
"Valentin Turchin",1930,"2010",0,"BLR",80,"Physics","Researcher"
"George Gallup",1900,"1984",0,"USA",84,"Applied Mathematics","Writer"
"Carl Størmer",1870,"1957",1,"NOR",87,"Number Theory","Teacher"
"Patrick Billingsley",1920,"2011",0,"USA",91,"Probability","Actor"
"Abraham Gotthelf Kästner",1710,"1800",1,"DEU",90,"General","Teacher"
"Bernard Bolzano",1780,"1848",0,"CZE",68,"Analysis","Theologist"
"Taqi ad-Din Muhammad ibn Maruf",1520,"1585",0,"SYR",65,"Physics","Pharmacist"
"Jacob Bernoulli",1650,"1705",0,"BEL",55,"Probability","Teacher"
"Boris Berezovsky (businessman)",1940,"2013",1,"RUS",73,"General","Economist"
"Nicolai A. Vasiliev",1880,"1940",0,"AFG",60,"Logic","Psychologist"
"Marquis de Condorcet",1740,"1794",0,"FRA",54,"General","Politician"
"Giovanni Domenico Cassini",1620,"1712",1,"ITA",92,"Physics","Astronomer"
"Anders Johan Lexell",1740,"1784",0,"FIN",44,"Physics","Teacher"
"Federigo Enriques",1870,"1946",0,"ITA",76,"Geometry","Teacher"
"Mary Somerville",1780,"1872",1,"GBR",92,"Applied Mathematics","Astronomer"
"Maurice René Fréchet",1870,"1973",1,"FRA",103,"Analysis","Teacher"
"Thomas Bartholin",1610,"1680",0,"DNK",70,"Applied Mathematics","Doctor"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Scientist"
"Otto E. Neugebauer",1890,"1990",1,"AUT",100,"General","Historian"
"Karl Weierstrass",1810,"1897",1,"DEU",87,"Analysis","Teacher"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Researcher"
"Douglas Hartree",1890,"1958",1,"AUS",68,"Physics","Computer Scientist"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Computer Science","Biologist"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Politician"
"Giambattista Benedetti",1530,"1590",0,"CAN",60,"Physics","Musician"
"John Napier",1550,"1617",0,"GBR",67,"General","Physicist"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"General","Writer"
"Robert Recorde",1510,"1558",0,"GBR",48,"Physics","Philosopher"
"Gaspard-Gustave Coriolis",1790,"1843",0,"CAN",53,"General","Engineer"
"Norbert Wiener",1890,"1964",1,"BOL",74,"General","Teacher"
"Jean Paul de Gua de Malves",1710,"1786",1,"FRA",76,"Geometry","Linguist"
"Seymour Papert",1920,"2016",1,"ECU",96,"Applied Mathematics","Teacher"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Physicist"
"Daniel Bernoulli",1700,"1782",1,"NLD",82,"Analysis","Economist"
"Alonzo Church",1900,"1995",0,"ARG",95,"Logic","Computer Scientist"
"John Wallis",1610,"1703",0,"AUS",93,"General","Musician"
"Oliver Heaviside",1850,"1925",1,"BLZ",75,"Physics","None"
"Louis Couturat",1860,"1914",0,"FRA",54,"Applied Mathematics","Historian"
"Joseph Fourier",1760,"1830",1,"FRA",70,"Analysis","Archaeologist"
"Abraham Wald",1900,"1950",0,"ROU",50,"Applied Mathematics","Teacher"
"William Rowan Hamilton",1800,"1865",1,"AUS",65,"General","Scientist"
"Adolphe Quetelet",1790,"1874",0,"BEL",84,"General","Police"
"Heinrich Wilhelm Brandes",1770,"1834",0,"DEU",64,"Physics","Teacher"
"Claude Shannon",1910,"2001",1,"USA",91,"Probability","Cryptographer"
"Isaac Barrow",1630,"1677",0,"BLZ",47,"Physics","Teacher"
"Ludwig Boltzmann",1840,"1906",1,"AUT",66,"Physics","Philosopher"
"Eric Temple Bell",1880,"1960",0,"GBR",80,"Combinatorics","Writer"
"Marcel-Paul Schützenberger",1920,"1996",0,"CAN",76,"Combinatorics","Doctor"
"Charles Sanders Peirce",1830,"1914",0,"AUS",84,"Algebra","Statician"
"Gottfried Wilhelm Leibniz",1640,"1716",1,"DEU",76,"Analysis","Politician"
"Josiah Willard Gibbs",1830,"1903",1,"BLZ",73,"Analysis","Physicist"
"José Celestino Mutis",1730,"1808",0,"COL",78,"Applied Mathematics","Teacher"
"Nathaniel Bowditch",1770,"1838",0,"DEU",68,"General","Sailor"
"Jean-Victor Poncelet",1780,"1867",1,"AUS",87,"General","Engineer"
"Ronald Ross",1850,"1932",1,"ESP",82,"Applied Mathematics","Writer"
"Kurt Gödel",1900,"1978",1,"CZE",78,"Combinatorics","Computer Scientist"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Logic","Researcher"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Physics","Philosopher"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Number Theory","Physicist"
"Bertrand Russell",1870,"1970",1,"GBR",100,"Combinatorics","Biologist"
"Benoit Mandelbrot",1920,"2010",1,"JAM",90,"Physics","Writer"
"Herbert A. Simon",1910,"2001",1,"USA",91,"Applied Mathematics","Teacher"
"Jean le Rond dAlembert",1710,"1783",1,"CAN",73,"General","Writer"
"Blaise Pascal",1620,"1662",0,"FRA",42,"Probability","Writer"
"Jurij Vega",1750,"1802",0,"SVN",52,"Computer Science","Police"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Inventor"
"Martin Gardner",1910,"2010",0,"PAK",100,"General","Writer"
"François Arago",1780,"1853",1,"FRA",73,"Physics","Scientist"
"Henry Thomas Colebrooke",1760,"1837",1,"BLZ",77,"Applied Mathematics","Historian"
"James Hopwood Jeans",1870,"1946",1,"GBR",76,"Physics","Teacher"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"General","Architect"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Photographer"
"Ada Lovelace",1810,"1852",0,"BLZ",42,"Computer Science","Engineer"
"Charles Babbage",1790,"1871",1,"BLZ",81,"General","Philosopher"
"Gerolamo Cardano",1500,"1576",0,"COL",76,"General","Doctor"
"John Maynard Smith",1920,"2004",1,"BLZ",84,"Applied Mathematics","Writer"
"Giovanni Battista Amici",1780,"1863",1,"ITA",83,"Physics","Teacher"
"Richard von Mises",1880,"1953",0,"UKR",73,"Probability","Teacher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Analysis","Teacher"
"André-Marie Ampère",1770,"1836",1,"ATG",66,"Physics","Philosopher"
"Hermann Weyl",1880,"1955",1,"DEU",75,"Geometry","Psychologist"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"General","Inventor"
"Paul Tannery",1840,"1904",0,"FRA",64,"Applied Mathematics","Historian"
"Francis Galton",1820,"1911",1,"GBR",91,"Probability","Psychologist"
"Karl Pearson",1850,"1936",1,"BLZ",86,"Statistics","Philosopher"
"John von Neumann",1900,"1957",1,"HUN",57,"Applied Mathematics","Engineer"
"Émilie du Châtelet",1700,"1749",0,"CAN",49,"General","Philosopher"
"Alfred Russel Wallace",1820,"1913",1,"CAN",93,"Geometry","Biologist"
"Edsger W. Dijkstra",1930,"2002",1,"NLD",72,"Computer Science","Teacher"
"Joseph-Louis Lagrange",1730,"1813",1,"BLR",83,"Analysis","Teacher"
"Alan Turing",1910,"1954",1,"GBR",44,"Computer Science","Researcher"
"Abraham Gotthelf Kästner",1710,"1800",1,"DEU",90,"General","Writer"
"Bernard Bolzano",1780,"1848",0,"CZE",68,"Analysis","Priest"
"Taqi ad-Din Muhammad ibn Maruf",1520,"1585",0,"SYR",65,"Physics","Astronomer"
"Marquis de Condorcet",1740,"1794",0,"FRA",54,"General","Politician"
"Giovanni Domenico Cassini",1620,"1712",1,"ITA",92,"Physics","Engineer"
"Federigo Enriques",1870,"1946",0,"ITA",76,"Geometry","Writer"
"Mary Somerville",1780,"1872",1,"GBR",92,"Applied Mathematics","Scientist"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Researcher"
"Otto E. Neugebauer",1890,"1990",1,"AUT",100,"General","Teacher"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Astronomer"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Computer Science","Philosopher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Writer"
"Giambattista Benedetti",1530,"1590",0,"CAN",60,"Physics","Astronomer"
"John Napier",1550,"1617",0,"GBR",67,"General","Inventor"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"General","Teacher"
"Robert Recorde",1510,"1558",0,"GBR",48,"Physics","Scientist"
"Norbert Wiener",1890,"1964",1,"BOL",74,"General","Psychologist"
"Seymour Papert",1920,"2016",1,"ECU",96,"Applied Mathematics","Psychologist"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Engineer"
"John Wallis",1610,"1703",0,"AUS",93,"General","Musician"
"Louis Couturat",1860,"1914",0,"FRA",54,"Applied Mathematics","Teacher"
"Joseph Fourier",1760,"1830",1,"FRA",70,"Analysis","Teacher"
"Abraham Wald",1900,"1950",0,"ROU",50,"Applied Mathematics","Economist"
"William Rowan Hamilton",1800,"1865",1,"AUS",65,"General","Teacher"
"Adolphe Quetelet",1790,"1874",0,"BEL",84,"General","Statician"
"Claude Shannon",1910,"2001",1,"USA",91,"Probability","Teacher"
"Ludwig Boltzmann",1840,"1906",1,"AUT",66,"Physics","Physicist"
"Charles Sanders Peirce",1830,"1914",0,"AUS",84,"Algebra","Teacher"
"Gottfried Wilhelm Leibniz",1640,"1716",1,"DEU",76,"Analysis","Historian"
"Ronald Ross",1850,"1932",1,"ESP",82,"Applied Mathematics","Biologist"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Physics","Teacher"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Number Theory","Physicist"
"Bertrand Russell",1870,"1970",1,"GBR",100,"Combinatorics","Philosopher"
"Benoit Mandelbrot",1920,"2010",1,"JAM",90,"Physics","Computer Scientist"
"Herbert A. Simon",1910,"2001",1,"USA",91,"Applied Mathematics","Computer Scientist"
"Jean le Rond dAlembert",1710,"1783",1,"CAN",73,"General","Writer"
"Blaise Pascal",1620,"1662",0,"FRA",42,"Probability","Philosopher"
"Jurij Vega",1750,"1802",0,"SVN",52,"Computer Science","Physicist"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Astronomer"
"Martin Gardner",1910,"2010",0,"PAK",100,"General","Writer"
"François Arago",1780,"1853",1,"FRA",73,"Physics","Teacher"
"Henry Thomas Colebrooke",1760,"1837",1,"BLZ",77,"Applied Mathematics","Writer"
"Baha<U+02BE> al-din al-<U+02BF>Amili",1540,"1622",0,"LBN",82,"General","Astronomer"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Teacher"
"Charles Babbage",1790,"1871",1,"BLZ",81,"General","Teacher"
"Gerolamo Cardano",1500,"1576",0,"COL",76,"General","Astronomer"
"John Maynard Smith",1920,"2004",1,"BLZ",84,"Applied Mathematics","Economist"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Analysis","Writer"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"General","Musician"
"Paul Tannery",1840,"1904",0,"FRA",64,"Applied Mathematics","Philosopher"
"Francis Galton",1820,"1911",1,"GBR",91,"Probability","Scientist"
"Karl Pearson",1850,"1936",1,"BLZ",86,"Statistics","Writer"
"John von Neumann",1900,"1957",1,"HUN",57,"Applied Mathematics","Inventor"
"Émilie du Châtelet",1700,"1749",0,"CAN",49,"General","Writer"
"Alfred Russel Wallace",1820,"1913",1,"CAN",93,"Geometry","Biologist"
"Alan Turing",1910,"1954",1,"GBR",44,"Computer Science","Philosopher"
"Marquis de Condorcet",1740,"1794",0,"FRA",54,"General","Psychologist"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Writer"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Writer"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Computer Science","Teacher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Writer"
"Giambattista Benedetti",1530,"1590",0,"CAN",60,"Physics","Musician"
"John Napier",1550,"1617",0,"GBR",67,"General","Astronomer"
"Sofia Kovalevskaya",1850,"1891",1,"RUS",41,"General","Writer"
"Norbert Wiener",1890,"1964",1,"BOL",74,"General","Computer Scientist"
"Seymour Papert",1920,"2016",1,"ECU",96,"Applied Mathematics","Computer Scientist"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Philosopher"
"John Wallis",1610,"1703",0,"AUS",93,"General","Cryptographer"
"Louis Couturat",1860,"1914",0,"FRA",54,"Applied Mathematics","Linguist"
"William Rowan Hamilton",1800,"1865",1,"AUS",65,"General","Physicist"
"Adolphe Quetelet",1790,"1874",0,"BEL",84,"General","Psychologist"
"Gottfried Wilhelm Leibniz",1640,"1716",1,"DEU",76,"Analysis","Writer"
"Ronald Ross",1850,"1932",1,"ESP",82,"Applied Mathematics","Biologist"
"Pierre-Simon Laplace",1740,"1827",1,"FRA",87,"Physics","Physicist"
"Carl Friedrich Gauss",1770,"1855",1,"AUS",85,"Number Theory","Teacher"
"Bertrand Russell",1870,"1970",1,"GBR",100,"Combinatorics","Politician"
"Jean le Rond dAlembert",1710,"1783",1,"CAN",73,"General","Musician"
"Jurij Vega",1750,"1802",0,"SVN",52,"Computer Science","Engineer"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Physicist"
"Martin Gardner",1910,"2010",0,"PAK",100,"General","Writer"
"Henry Thomas Colebrooke",1760,"1837",1,"BLZ",77,"Applied Mathematics","Linguist"
"James Clerk Maxwell",1830,"1879",1,"GBR",49,"Physics","Physicist"
"John Maynard Smith",1920,"2004",1,"BLZ",84,"Applied Mathematics","Teacher"
"Leonhard Euler",1700,"1783",0,"BEL",83,"Analysis","Teacher"
"Christiaan Huygens",1620,"1695",0,"NLD",75,"General","Physicist"
"Francis Galton",1820,"1911",1,"GBR",91,"Probability","Physicist"
"John von Neumann",1900,"1957",1,"HUN",57,"Applied Mathematics","Economist"
"Émilie du Châtelet",1700,"1749",0,"CAN",49,"General","Philosopher"
"Alfred Russel Wallace",1820,"1913",1,"CAN",93,"Geometry","Writer"
"Alan Turing",1910,"1954",1,"GBR",44,"Computer Science","Computer Scientist"
"Bernard Bolzano",1780,"1848",0,"CZE",68,"Analysis","Historian"
"Marquis de Condorcet",1740,"1794",0,"FRA",54,"General","Writer"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Biologist"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Musician"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Computer Science","Teacher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Writer"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Researcher"
"John Wallis",1610,"1703",0,"AUS",93,"General","Teacher"
"Louis Couturat",1860,"1914",0,"FRA",54,"Applied Mathematics","Linguist"
"Gottfried Wilhelm Leibniz",1640,"1716",1,"DEU",76,"Analysis","Musician"
"Ronald Ross",1850,"1932",1,"ESP",82,"Applied Mathematics","Biologist"
"Bertrand Russell",1870,"1970",1,"GBR",100,"Combinatorics","Philosopher"
"Jean le Rond dAlembert",1710,"1783",1,"CAN",73,"General","Linguist"
"Jurij Vega",1750,"1802",0,"SVN",52,"Computer Science","Military"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Teacher"
"Henry Thomas Colebrooke",1760,"1837",1,"BLZ",77,"Applied Mathematics","Historian"
"John Maynard Smith",1920,"2004",1,"BLZ",84,"Applied Mathematics","Researcher"
"Francis Galton",1820,"1911",1,"GBR",91,"Probability","Statician"
"John von Neumann",1900,"1957",1,"HUN",57,"Applied Mathematics","Physicist"
"Alfred Russel Wallace",1820,"1913",1,"CAN",93,"Geometry","Biologist"
"Bernard Bolzano",1780,"1848",0,"CZE",68,"Analysis","Biologist"
"Marquis de Condorcet",1740,"1794",0,"FRA",54,"General","Writer"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Biologist"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Physicist"
"Willard Van Orman Quine",1900,"2000",1,"USA",100,"Computer Science","Philosopher"
"Adam Olearius",1600,"1671",0,"DEU",71,"Applied Mathematics","Historian"
"Henri Poincaré",1850,"1912",1,"BOL",62,"Geometry","Teacher"
"John Wallis",1610,"1703",0,"AUS",93,"General","Priest"
"Gottfried Wilhelm Leibniz",1640,"1716",1,"DEU",76,"Analysis","Scientist"
"Bertrand Russell",1870,"1970",1,"GBR",100,"Combinatorics","Philosopher"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Scientist"
"Francis Galton",1820,"1911",1,"GBR",91,"Probability","Philosopher"
"John von Neumann",1900,"1957",1,"HUN",57,"Applied Mathematics","Teacher"
"Bernard Bolzano",1780,"1848",0,"CZE",68,"Analysis","Philosopher"
"Georges-Louis Leclerc, Comte de Buffon",1700,"1788",1,"FRA",88,"Applied Mathematics","Philosopher"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Physicist"
"Gottfried Wilhelm Leibniz",1640,"1716",1,"DEU",76,"Analysis","Writer"
"Bertrand Russell",1870,"1970",1,"GBR",100,"Combinatorics","Writer"
"Galileo Galilei",1560,"1642",0,"COL",82,"Physics","Physicist"
"Francis Galton",1820,"1911",1,"GBR",91,"Probability","Psychologist"
"Bernard Bolzano",1780,"1848",0,"CZE",68,"Analysis","Teacher"
"Johannes Kepler",1570,"1630",0,"DEU",60,"Physics","Musician"
"Alexander Grothendieck",1920,"2014",1,"COL",94,"Analysis","Researcher"
"Carl Gustav Jacob Jacobi",1800,"1851",1,"DEU",51,"Combinatorics","Researcher"
"Nikolai Sergeevich Bakhvalov",1930,"2005",1,"RUS",75,"Analysis","Researcher"
"Solomon W. Golomb",1930,"2016",1,"COL",86,"Combinatorics","Researcher"
"Yehoshua Bar-Hillel",1910,"1975",0,"AUT",65,"Applied Mathematics","Researcher"
"Børge Jessen",1900,"1993",0,"DNK",93,"Geometry","Researcher"
"Nail Bakirov",1950,"2010",0,"KAZ",60,"Statistics","Researcher"
"Isaac Barrow",1630,"1677",0,"BLZ",47,"General","Theologist"
"Jacob Tamarkin",1880,"1945",0,"UKR",65,"Analysis","Researcher"
"D. D. Morduhai-Boltovskoi",1870,"1952",0,"KAZ",82,"Combinatorics","Researcher"
"Anatoly Karatsuba",1930,"2008",1,"RUS",78,"Combinatorics","Researcher"
"Lev Schnirelmann",1900,"1938",0,"BLR",38,"Topology","Researcher"
"Jarl Waldemar Lindeberg",1870,"1932",0,"FIN",62,"Analysis","Researcher"
"Felix Berezin",1930,"1980",0,"RUS",50,"Analysis","Researcher"
"Leonty Magnitsky",1660,"1739",0,"RUS",79,"Number Theory","Researcher"
"Ernest Michael",1920,"2013",1,"CHE",93,"Topology","Researcher"
"Sergey Nikolsky",1900,"2012",1,"RUS",112,"Computer Science","Researcher"
"John Edensor Littlewood",1880,"1977",1,"AUS",97,"Combinatorics","Researcher"
"Yuri Linnik",1910,"1972",1,"UKR",62,"Statistics","Researcher"
"Moritz Cantor",1820,"1920",0,"DEU",100,"General","Researcher"
"Victor Lidskii",1920,"2008",1,"UKR",88,"Physics","Researcher"
"Viktor Bunyakovsky",1800,"1889",0,"AFG",89,"Combinatorics","Researcher"
"Vera Kublanovskaya",1920,"2012",0,"RUS",92,"Analysis","Researcher"
"Yuri Petunin",1930,"2011",0,"RUS",81,"Analysis","Researcher"
"Heinrich Martin Weber",1840,"1913",0,"AUS",73,"Combinatorics","Researcher"
"Aleksey Letnikov",1830,"1888",0,"RUS",58,"Analysis","Researcher"
"Andrei Bolibrukh",1950,"2003",0,"RUS",53,"Analysis","Researcher"
"Arthur Milgram",1910,"1961",0,"BRA",51,"Combinatorics","Researcher"
"Mark Naimark",1900,"1978",0,"UKR",78,"Algebra","Researcher"
"Charles B. Morrey Jr.",1900,"1984",0,"USA",84,"Analysis","Researcher"
"Sergey Stechkin",1920,"1995",0,"RUS",75,"Computer Science","Researcher"
"Arthur Geoffrey Walker",1900,"2001",1,"CAN",101,"Physics","Researcher"
"Alexis Clairaut",1710,"1765",1,"CAN",55,"Physics","Astronomer"
"Edward Norton Lorenz",1910,"2008",1,"USA",98,"Physics","Researcher"
"Sofya Yanovskaya",1890,"1966",1,"BLR",76,"Logic","Researcher"
"George F C Griss",1890,"1953",0,"COL",63,"Logic","Researcher"
"Donald Dines Wall",1920,"2000",0,"NIC",80,"Number Theory","Researcher"
"Aleksandr Gennadievich Kurosh",1900,"1971",1,"RUS",71,"None","Researcher"
"Jean-Victor Poncelet",1780,"1867",1,"AUS",87,"Physics","Researcher"
"Marcel Brillouin",1850,"1948",1,"BEL",98,"General","Researcher"
"Klaus Wagner",1910,"2000",0,"BRA",90,"Topology","Researcher"
"Julian Sochocki",1840,"1927",0,"JAM",87,"Analysis","Researcher"
"Greg Hjorth",1960,"2011",1,"AUS",51,"Combinatorics","Researcher"
"Nicolaas Govert de Bruijn",1910,"2012",0,"NLD",102,"Combinatorics","Researcher"
"Andrey Markov, Jr.",1900,"1979",1,"RUS",79,"Topology","Researcher"
"Henri Lebesgue",1870,"1941",1,"FRA",71,"Analysis","Researcher"
"Antonio Maria Bordoni",1780,"1860",0,"ITA",80,"Geometry","Researcher"
"Hidehiko Yamabe",1920,"1960",0,"JPN",40,"Algebra","Researcher"
"Vyacheslav Stepanov",1880,"1950",1,"RUS",70,"Physics","Researcher"
"Werner Fenchel",1900,"1988",0,"COL",88,"Geometry","Researcher"
"J. V. Uspensky",1880,"1947",0,"MNG",67,"Combinatorics","Researcher"
"Nikolai Efimov",1910,"1982",1,"RUS",72,"Applied Mathematics","Researcher"
"Francesco Severi",1870,"1961",0,"HRV",91,"Analysis","Researcher"
"Élie Cartan",1860,"1951",1,"FRA",91,"Physics","Researcher"
"Maryam Mirzakhani",1970,"2017",1,"IRN",47,"Geometry","Researcher"
"Raymond Paley",1900,"1933",0,"GBR",33,"Combinatorics","Researcher"
"Tibor Gallai",1910,"1992",1,"HUN",82,"Combinatorics","Researcher"
"Leonid Kantorovich",1910,"1986",1,"RUS",76,"Computer Science","Researcher"
"Nikolai Nikolaevich Yanenko",1920,"1984",1,"ARM",64,"Analysis","Researcher"
"Kazimierz Ajdukiewicz",1890,"1963",0,"UKR",73,"Logic","Philosopher"
"Leonard Gillman",1910,"2009",1,"AUS",99,"Topology","Researcher"
"Nikolai Nikolayevich Vorobyov (mathematician)",1920,"1995",0,"RUS",75,"Analysis","Researcher"
"Konstantin Andreev",1840,"1921",0,"RUS",81,"Analysis","Researcher"
"Ernst Kolman",1890,"1979",0,"CZE",89,"Physics","Teacher"
"Sergei Fomin",1910,"1975",0,"RUS",65,"Topology","Researcher"
"Charles Hermite",1820,"1901",1,"FRA",81,"Combinatorics","Researcher"
"Ernst Zermelo",1870,"1953",1,"COL",83,"Combinatorics","Researcher"
